date	tt	title	year	directors	stars	plot
2021-04-13	tt7034316	Eat, Play, Love	2017	Christie Will Wolf	Jen Lilley,Jason Cermak,Lee Majors	Veterinarian Dr. Carly Monroe (Jen Lilley) falls for Dan Landis (Jason Cermak), the owner of a dog shelter she frequently visits. Unfortunately, Dan is about to marry his glamorous girlfriend and move to New York City.
2021-04-15	tt0112442	Bad Boys	1995	Michael Bay	Lisa Boyle,Michael Taliferro,Emmanuel Xuereb	Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
2021-04-16	tt0172156	Bad Boys II	2003	Michael Bay	Martin Lawrence,Will Smith,Jordi Mollà	Miami narcotics cops Mike Lowrey and Marcus Burnett investigate the flow of Ecstasy into Florida from a Cuban drug cartel.
2021-04-25	tt3498820	Captain America: Civil War	2016	Anthony Russo,Joe Russo	Chris Evans,Robert Downey Jr.,Scarlett Johansson	Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
2021-04-28	tt2543164	Arrival	2016	Denis Villeneuve	Amy Adams,Jeremy Renner,Forest Whitaker	Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial visitors.
2021-05-10	tt5929750	Beatriz at Dinner	2017	Miguel Arteta	Salma Hayek,John Lithgow,Connie Britton	A holistic medicine practitioner attends a wealthy client's dinner party after her car breaks down.
2021-05-11	tt7429362	Betting on the Bride	2017	Marita Grabiak	Karissa Lee Staples,Peter Mooney,Cindy Busby	A womanizer bets that he can get someone to accept his marriage proposal after just 30 days of dating. What he doesn't know is that the woman he targets has serious commitment issues.
2021-05-12	tt11083552	Wrath of Man	2021	Guy Ritchie	Jason Statham,Holt McCallany,Rocci Boy Williams	A mysteriously stoic character is hired as a security guard by a cash truck company responsible for transporting a lot of money around Los Angeles each week.
2021-05-12	tt0096933	Black Rain	1989	Ridley Scott	Michael Douglas,Andy Garcia,Ken Takakura	Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.
2021-05-13	tt0120689	The Green Mile	1999	Frank Darabont	Tom Hanks,David Morse,Bonnie Hunt	A death row guard learns that a gentle giant in his charge possesses a mysterious gift.
2021-05-24	tt6829222	Sleepwalking in Suburbia	2017	Alex Wright	Emilie Ullerup,Giles Panton,Carlo Marks	Michelle Miller is a chronic sleepwalker. She and her husband Dan Miller are trying to have their first child after she had a miscarriage the year before. One night she sleepwalks into the bedroom of her neighbor Luke Williams while his wife Nancy is out of town. They have sex; she is unaware of this but he not only knows about it but falls madly in love with Michelle and decides he wants to leave Nancy for her. Michelle gets pregnant, but doesn't know whether the baby is Dan's or Luke's.
2021-05-25	tt0116260	Eye for an Eye	1996	John Schlesinger	Sally Field,Ed Harris,Olivia Burnette	When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.
2021-05-26	tt1670345	Now You See Me	2013	Louis Leterrier	Jesse Eisenberg,Mark Ruffalo,Woody Harrelson	An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.
2021-06-27	tt0822854	Shooter	2007	Antoine Fuqua	Mark Wahlberg,Michael Peña,Danny Glover	An expert marksman living in exile, is coaxed back into action after learning of a plot to kill the president. Now on the run after being double crossed for the assassination attempt he was trying to prevent, he sets out for the real killer, and the truth.
2021-06-28	tt0414055	Elizabeth: The Golden Age	2007	Shekhar Kapur	Jordi Mollà,Aimee King,Cate Blanchett	A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.
2021-07-01	tt0099141	Bird on a Wire	1990	John Badham	Mel Gibson,Goldie Hawn,David Carradine	An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.
2021-09-10	tt0119643	Meet Joe Black	1998	Martin Brest	Brad Pitt,Anthony Hopkins,Claire Forlani	Death, who takes the form of a young man killed in an accident, asks a media mogul to act as his guide to teach him about life on Earth and, in the process, he falls in love with the mogul's daughter.
2021-09-13	tt8165192	Raging Fire	2021	Benny Chan	Donnie Yen,Nicholas Tse,Lan Qin	Bong is a hardline cop with a long history of success, but his past comes back to haunt him when a sting is attacked by a group led by his former protégé, a man set on destroying everyone who ever wronged him.
2021-11-05	tt0118615	Anaconda	1997	Luis Llosa	Jennifer Lopez,Ice Cube,Jon Voight	A "National Geographic" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.
2021-12-28	tt7362036	Dying to Survive	2018	Muye Wen	Zheng Xu,Yiwei Zhou,Chuan-jun Wang	The story of how a small drugstore owner became the exclusive selling agent of a cheap Indian generic drug against Chronic Granulocytic Leukemia in China.
2021-12-30	tt5433138	F9: The Fast Saga	2021	Justin Lin	Vin Diesel,Michelle Rodriguez,Jordana Brewster	Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.
2022-01-10	tt0999913	Straw Dogs	2011	Rod Lurie	James Marsden,Kate Bosworth,Alexander Skarsgård	Los Angeles screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.
2022-01-10	tt0258000	Panic Room	2002	David Fincher	Jodie Foster,Kristen Stewart,Forest Whitaker	A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room when three men break-in, searching for a missing fortune.
2022-01-13	tt1967545	Labor Day	2013	Jason Reitman	Kate Winslet,Josh Brolin,Gattlin Griffith	Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.
2022-01-14	tt10838180	The Matrix Resurrections	2021	Lana Wachowski	Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II	Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more.
2022-03-12	tt2382320	No Time to Die	2021	Cary Joji Fukunaga	Daniel Craig,Léa Seydoux,Rami Malek	James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.
2022-03-13	tt11214590	House of Gucci	2021	Ridley Scott	Lady Gaga,Adam Driver,Al Pacino	When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.
2022-03-21	tt0870154	Jungle Cruise	2021	Jaume Collet-Serra	Dwayne Johnson,Emily Blunt,Edgar Ramírez	Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.
2022-03-22	tt10342730	Spiral	2021	Darren Lynn Bousman	Chris Rock,Max Minghella,Samuel L. Jackson	In this new chapter from the Book of Saw, a detective and his partner investigate grisly murders that are eerily reminiscent of the past.
2022-03-23	tt10696896	Stillwater	2021	Tom McCarthy	Matt Damon,Camille Cottin,Abigail Breslin	A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit.
2022-03-24	tt4244994	The Last Duel	2021	Ridley Scott	Matt Damon,Adam Driver,Jodie Comer	The Knight Jean de Carrouges must settle the dispute over his wife Marguerite by challenging his former friend to a duel to the death.
2022-03-25	tt8236336	The Report	2019	Scott Z. Burns	Adam Driver,Corey Stoll,Evander Duck Jr.	Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.
2022-04-02	tt12361974	Zack Snyder's Justice League	2021	Zack Snyder	Ben Affleck,Henry Cavill,Amy Adams	Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.
2022-04-07	tt1160419	Dune: Part One	2021	Denis Villeneuve	Timothée Chalamet,Rebecca Ferguson,Oscar Isaac	Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.
2022-04-09	tt7740510	Antlers	2021	Scott Cooper	Keri Russell,Jesse Plemons,Jeremy T. Thomas	In an isolated Oregon town, a middle-school teacher and her sheriff brother become embroiled with her enigmatic student, whose dark secrets lead to terrifying encounters with an ancestral creature.
2022-04-10	tt6802400	Coming 2 America	2021	Craig Brewer	Eddie Murphy,Arsenio Hall,Jermaine Fowler	The African monarch Akeem learns he has a long-lost son in the United States and must return to America to meet this unexpected heir and build a relationship with his son.
2022-04-14	tt0190332	Crouching Tiger, Hidden Dragon	2000	Ang Lee	Chow Yun-Fat,Michelle Yeoh,Ziyi Zhang	A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
2022-04-17	tt6708668	Black Crab	2022	Adam Berg	Noomi Rapace,Jakob Oftebro,Dar Salim	In a post-apocalyptic world, six soldiers on a covert mission must transport a mysterious package across a frozen archipelago. Noomi Rapace stars.
2022-04-20	tt11233960	The Unforgivable	2021	Nora Fingscheidt	Sandra Bullock,Viola Davis,Vincent D'Onofrio	A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.
2022-04-22	tt13450470	Hinterland	2021	Stefan Ruzowitzky	Murathan Muslu,Liv Lisa Fries,Max von der Groeben	When an ex-prisoner of the Great War returns home and finds his comrades brutally murdered, he decides to bring the serial-killer to justice.
2022-04-30	tt13204490	Petite Maman	2021	Céline Sciamma	Joséphine Sanz,Gabrielle Sanz,Nina Meurisse	Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods. One day she meets a girl her age building a tree-house.
2022-05-01	tt13403046	Fresh	2022	Mimi Cave	Daisy Edgar-Jones,Sebastian Stan,Jojo T. Gibbs	After quitting dating apps, a woman meets the supposedly perfect man and accepts his invitation to a romantic weekend getaway, only to find that her new paramour has been hiding some unusual appetites.
2022-05-04	tt12496706	The Advent Calendar	2021	Patrick Ridremont	Eugénie Derouand,Honorine Magnier,Clément Olivieri	Eva is a paraplegic. On her birthday, her friend Sophie gives her a strange Advent calendar. It's not the traditional treats you find when you open each drawer, but quirky gifts that are scary and get bloodier.
2022-05-10	tt6805302	Bloody Milk	2017	Hubert Charuel	Swann Arlaud,Sara Giraudeau,Isabelle Candelier	When one of his cows gets sick, a farmer will stop at nothing to save the rest of the herd.
2022-05-12	tt1068646	The Class	2008	Laurent Cantet	François Bégaudeau,Agame Malembo-Emene,Angélica Sancio	Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.
2022-05-12	tt3122842	The Automatic Hate	2015	Justin Lerner	Deborah Ann Woll,Joseph Cross,Travis Quentin Young	Davis meets a cute young woman claiming to be his cousin. After confirming that his dad has a secret brother, he visits her and her two sisters. What keeps their dads apart?
2022-05-16	tt13234058	My Son	2021	Christian Carion	James McAvoy,Claire Foy,Tom Cullen	Edmond Murray searches for answers deep in the Highlands after receiving a frantic call from his ex-wife that their seven-year-old son went missing from a campsite.
2022-05-19	tt7740496	Nightmare Alley	2021	Guillermo del Toro	Bradley Cooper,Cate Blanchett,Toni Collette	A grifter working his way up from low-ranking carnival worker to lauded psychic medium matches wits with a psychologist bent on exposing him.
2022-06-03	tt9620288	King Richard	2021	Reinaldo Marcus Green	Will Smith,Aunjanue Ellis-Taylor,Jon Bernthal	A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard.
2022-06-06	tt0449467	Babel	2006	Alejandro G. Iñárritu	Brad Pitt,Cate Blanchett,Mohamed Akhzam	Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.
2022-06-26	tt7270808	Freaks Out	2021	Gabriele Mainetti	Claudio Santamaria,Aurora Giovinazzo,Pietro Castellitto	Rome, 1943: Matilde, Cencio, Fulvio and Mario are the main attractions of the "Mezza Piotta Circus" run by Israel, meanwhile someone starts looking for the four freaks with a plan that could change the fate of the whole world.
2022-07-02	tt9130508	Cherry	2021	Anthony Russo,Joe Russo	Tom Holland,Ciara Bravo,Jack Reynor	Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.
2022-07-03	tt9376612	Shang-Chi and the Legend of the Ten Rings	2021	Destin Daniel Cretton	Simu Liu,Tony Leung Chiu-wai,Awkwafina	Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.
2022-07-03	tt6856242	The King's Man	2021	Matthew Vaughn	Djimon Hounsou,Ralph Fiennes,Shaun Yusuf McKee	In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions of people.
2022-08-01	tt3696180	The Forgiven	2021	John Michael McDonagh	Aissam Taamart,Omar Ghazaoui,David McSavage	A fatal accident disrupts the lives of Western visitors to a lavish party in the High Atlas Mountains of Morocco, and will ultimately lead to a reckoning in the desert.
2022-08-02	tt11286314	Don't Look Up	2021	Adam McKay	Leonardo DiCaprio,Jennifer Lawrence,Meryl Streep	Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.
2022-08-04	tt9783600	Spiderhead	2022	Joseph Kosinski	Chris Hemsworth,Miles Teller,Jurnee Smollett	In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.
2022-08-05	tt11671006	The Man from Toronto	2022	Patrick Hughes	Kevin Hart,Woody Harrelson,Jasmine Mathews	The world's deadliest assassin and New York's biggest screw-up are mistaken for each other at an Airbnb rental.
2022-08-28	tt7657566	Death on the Nile	2022	Kenneth Branagh	Michael Rouse,Alaa Safi,Orlando Seale	While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.
2022-09-12	tt1879016	Operation Mincemeat	2021	John Madden	Rufus Wright,Matthew Macfadyen,Ruby Bentall	During WWII, two intelligence officers use a corpse and false papers to outwit German troops.
2022-09-14	tt12335692	Last Man Down	2021	Fansu Njie	Daniel Stisen,Olga Kent,Daniel Nehme	John Wood left the pieces of a broken civilisation behind, to go back to his roots in the woodland, after a virus pandemic struck the world.
2022-09-16	tt8041270	Jurassic World: Dominion	2022	Colin Trevorrow	Chris Pratt,Bryce Dallas Howard,Laura Dern	Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.
2022-10-04	tt3581652	West Side Story	2021	Steven Spielberg	Ansel Elgort,Rachel Zegler,Ariana DeBose	When young Tony and Maria fall in love in 1957 New York City, their romance helps to fuel the fire between the warring Jets and Sharks, two rival gangs vying for control of the streets.
2022-10-07	tt5834426	Moonfall	2022	Roland Emmerich	Halle Berry,Patrick Wilson,John Bradley	A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.
2022-10-08	tt10366460	CODA	2021	Sian Heder	Emilia Jones,Troy Kotsur,Daniel Durant	When the family's fishing business is threatened, Ruby finds herself torn between pursuing her musical passion and her fear of abandoning her deaf parents.
2022-10-09	tt11271038	Licorice Pizza	2021	Paul Thomas Anderson	Will Angarola,Griff Giacchino,James Kelley	A young man and a young woman grow up, run around, and fall in love in the San Fernando Valley, 1973.
2022-10-15	tt10954984	Nope	2022	Jordan Peele	Daniel Kaluuya,Keke Palmer,Brandon Perea	The residents of a lonely gulch in inland California bear witness to an uncanny and chilling phenomenon.
2022-10-22	tt9411972	Where the Crawdads Sing	2022	Olivia Newman	Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson	A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.
2022-10-29	tt11138512	The Northman	2022	Robert Eggers	Alexander Skarsgård,Nicole Kidman,Claes Bang	A young Viking prince is on a quest to avenge his father's murder.
2022-10-29	tt8009428	Hustle	2022	Jeremiah Zagar	Adam Sandler,Queen Latifah,Juancho Hernangomez	A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.
2022-10-30	tt3704428	Elvis	2022	Baz Luhrmann	Austin Butler,Tom Hanks,Olivia DeJonge	The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.
2022-11-06	tt7638348	Boss Level	2020	Joe Carnahan	Frank Grillo,Mel Gibson,Naomi Watts	Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.
2022-11-24	tt0100405	Pretty Woman	1990	Garry Marshall	Richard Gere,Julia Roberts,Ralph Bellamy	A corporate raider hires a hooker to act as a business escort in Beverly Hills, California.
2022-11-25	tt0119874	The Peacemaker	1997	Mimi Leder	George Clooney,Nicole Kidman,Marcel Iures	A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.
2022-11-27	tt0448157	Hancock	2008	Peter Berg	Will Smith,Charlize Theron,Jason Bateman	Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
2022-11-28	tt0075648	Airport '77	1977	Jerry Jameson	Jack Lemmon,Lee Grant,Brenda Vaccaro	Art thieves hijack a 747, hit fog and crash into the ocean, trapping them and the passengers under one hundred feet of water.
2022-11-29	tt0078740	The Concorde... Airport '79	1979	David Lowell Rich	Alain Delon,Susan Blakely,Robert Wagner	A supersonic airborne disaster. In order to survive a flight headed for the Moscow Olympics, passengers of the Concorde must endure aerial acrobatics to dodge missiles and survive a device that decompresses the plane.
2022-12-04	tt0119094	Face/Off	1997	John Woo	John Travolta,Nicolas Cage,Joan Allen	To foil a terrorist plot, an FBI agent assumes the identity of the criminal who murdered his son via facial transplant surgery, but the crook wakes up prematurely and vows revenge.
2022-12-06	tt0106220	Addams Family Values	1993	Barry Sonnenfeld	Anjelica Huston,Raul Julia,Christopher Lloyd	The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.
2022-12-07	tt4034228	Manchester by the Sea	2016	Kenneth Lonergan	Casey Affleck,Ivy O'Brien,Kyle Chandler	A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.
2022-12-09	tt0069113	The Poseidon Adventure	1972	Ronald Neame	Gene Hackman,Ernest Borgnine,Red Buttons	A group of passengers must embark on a harrowing struggle for survival after a rogue wave capsizes their cruise ship at sea.
2022-12-11	tt0118880	Con Air	1997	Simon West	Colm Meaney,Mykelti Williamson,Nick Chinlund	Former US Army Ranger, Cameron Poe, has just been paroled for manslaughter, but must stop a group of violent and deadly criminals from escaping the country after they seize control of the prison transport plane he is on.
2023-01-12	tt3480822	Black Widow	2021	Cate Shortland	Scarlett Johansson,Florence Pugh,Rachel Weisz	Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.
2023-01-21	tt10341034	Black Box	2021	Yann Gozlan	Pierre Niney,Lou de Laâge,André Dussollier	A young and talented black box analyst is on a mission to solve the reason behind the deadly crash of a brand new aircraft.
2023-01-22	tt9777666	The Tomorrow War	2021	Chris McKay	Chris Pratt,Yvonne Strahovski,J.K. Simmons	A family man travels to the year 2051 to join a global war against a deadly alien species.
2023-01-24	tt1877830	The Batman	2022	Matt Reeves	Robert Pattinson,Zoë Kravitz,Jeffrey Wright	When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.
2023-01-26	tt12593682	Bullet Train	2022	David Leitch	Brad Pitt,Joey King,Aaron Taylor-Johnson	Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.
2023-01-28	tt9243804	The Green Knight	2021	David Lowery	Anaïs Rizzo,Joe Anderson,Dev Patel	A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.
2023-02-07	tt1464335	Uncharted	2022	Ruben Fleischer	Tom Holland,Mark Wahlberg,Antonio Banderas	Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor "Sully" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.
2023-02-10	tt6710474	Everything Everywhere All at Once	2022	Daniel Kwan,Daniel Scheinert	Michelle Yeoh,Stephanie Hsu,Ke Huy Quan	A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.
2023-02-16	tt14439896	Father Stu	2022	Rosalind Ross	Mark Wahlberg,Mel Gibson,Jacki Weaver	Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.
2023-02-25	tt1649418	The Gray Man	2022	Anthony Russo,Joe Russo	Ryan Gosling,Chris Evans,Ana de Armas	When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.
2023-04-01	tt5108870	Morbius	2022	Daniel Espinosa	Jared Leto,Matt Smith,Adria Arjona	Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.
2023-04-02	tt8385148	Hitman's Wife's Bodyguard	2021	Patrick Hughes	Ryan Reynolds,Samuel L. Jackson,Salma Hayek	The bodyguard, Michael Bryce, continues his friendship with assassin, Darius Kincaid, as they try to save Darius' wife Sonia.
2023-04-30	tt1745960	Top Gun: Maverick	2022	Joseph Kosinski	Tom Cruise,Val Kilmer,Miles Teller	The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.
2023-05-02	tt8110652	Bodies Bodies Bodies	2022	Halina Reijn	Amandla Stenberg,Maria Bakalova,Myha'la	When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly.
2023-05-05	tt1655389	Blonde	2022	Andrew Dominik	Ana de Armas,Lily Fisher,Julianne Nicholson	The story of American actress Marilyn Monroe, covering her love and professional lives.
2023-05-06	tt11145118	Creed III	2023	Michael B. Jordan	Michael B. Jordan,Tessa Thompson,Jonathan Majors	Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.
2023-05-20	tt2906216	Dungeons & Dragons: Honor Among Thieves	2023	John Francis Daley,Jonathan Goldstein	Chris Pine,Michelle Rodriguez,Regé-Jean Page	A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.
2023-06-03	tt3228774	Cruella	2021	Craig Gillespie	Emma Stone,Emma Thompson,Joel Fry	During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil.
2023-08-12	tt11291274	The Unbearable Weight of Massive Talent	2022	Tom Gormican	Nicolas Cage,Pedro Pascal,Tiffany Haddish	Movie star Nick Cage must channel his iconic screen characters when he finds himself caught in-between a dangerous super-fan and a CIA agent.
2023-08-26	tt12573454	Sharper	2023	Benjamin Caron	Julianne Moore,Sebastian Stan,Justice Smith	Motivations are suspect and expectations are turned to chaos as a con artist takes on Manhattan billionaires.
2023-11-10	tt9224104	Meg 2: The Trench	2023	Ben Wheatley	Jason Statham,Jing Wu,Shuya Sophia Cai	A research team's journey into the depths of the ocean turns into chaos when a mining operation forces them into a battle for survival, facing off against Megalodons and relentless environmental marauders.
2023-12-01	tt9603212	Mission: Impossible - Dead Reckoning Part One	2023	Christopher McQuarrie	Tom Cruise,Hayley Atwell,Ving Rhames	Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.
2023-12-09	tt10160976	The Nun II	2023	Michael Chaves	Taissa Farmiga,Jonas Bloquet,Storm Reid	1956 in France, a priest is horribly murdered. An evil is spreading. Once again, Sister Irene comes face-to-face with Valak, the demon nun.
2023-12-10	tt4912910	Mission: Impossible - Fallout	2018	Christopher McQuarrie	Tom Cruise,Henry Cavill,Ving Rhames	A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.
2023-12-23	tt14781036	Inside	2023	Vasilis Katsoupis	Willem Dafoe,Gene Bervoets,Eliza Stuyck	Nemo, a high-end art thief, is trapped in a New York penthouse after his heist doesn't go as planned. Locked inside with nothing but priceless works of art, he must use all his cunning and ingenuity to survive.
2023-12-24	tt15398776	Oppenheimer	2023	Christopher Nolan	Cillian Murphy,Emily Blunt,Robert Downey Jr.	A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.
2023-12-26	tt8080204	Hypnotic	2023	Robert Rodriguez	Ben Affleck,Alice Braga,JD Pardo	A detective investigates a mystery involving his missing daughter and a secret government program.
2023-12-28	tt5537002	Killers of the Flower Moon	2023	Martin Scorsese	Leonardo DiCaprio,Robert De Niro,Lily Gladstone	When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.
2024-01-07	tt3291150	Expend4bles	2023	Scott Waugh	Jason Statham,50 Cent,Megan Fox	Armed with every weapon they can get their hands on, the Expendables are the world's last line of defense and the team that gets called when all other options are off the table.
2024-01-21	tt10323676	The Contractor	2022	Tarik Saleh	Chris Pine,Gillian Jacobs,Sander Thomas	A discharged U.S. Army Special Operations Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.
2024-01-28	tt8772262	Midsommar	2019	Ari Aster	Florence Pugh,Jack Reynor,Vilhelm Blomgren	A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.
2024-01-29	tt4589218	Five Nights at Freddy's	2023	Emma Tammi	Josh Hutcherson,Piper Rubio,Elizabeth Lail	A troubled security guard begins working at Freddy Fazbear's Pizza. During his five nights on the job, he realizes that something is wrong with the pizzeria and pretty soon finds the truth about its animatronics.
2024-03-03	tt6932874	The Boss Baby 2: Family Business	2021	Tom McGrath	Alec Baldwin,James Marsden,Amy Sedaris	The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business.
2024-03-04	tt4940416	Duck Duck Goose	2018	Christopher Jenkins	Jim Gaffigan,Zendaya,Lance Lim	A bachelor goose must form a bond with two lost ducklings as they journey south.
2024-04-05	tt14539740	Godzilla x Kong: The New Empire	2024	Adam Wingard	Rebecca Hall,Brian Tyree Henry,Dan Stevens	Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.
2024-04-11	tt6587046	The Boy and the Heron	2023	Hayao Miyazaki	Soma Santoki,Masaki Suda,Kô Shibasaki	In the wake of his mother's death and his father's remarriage, a headstrong boy ventures into a dreamlike world shared by the living and the dead in search of his missing stepmother.
2024-05-01	tt21692408	Kung Fu Panda 4	2024	Mike Mitchell,Stephanie Stine	Jack Black,Awkwafina,Viola Davis	After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.
2024-05-05	tt15314262	The Beekeeper	2024	David Ayer	Jason Statham,Emmy Raver-Lampman,Bobby Naderi	A former operative of a powerful organization embarks on a brutal campaign for vengeance.
2024-05-11	tt0096283	My Neighbor Totoro	1988	Hayao Miyazaki	Noriko Hidaka,Chika Sakamoto,Shigesato Itoi	When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.
2024-05-12	tt5220122	Hotel Transylvania 3: Summer Vacation	2018	Genndy Tartakovsky	Adam Sandler,Andy Samberg,Selena Gomez	Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.
2024-05-18	tt0092067	Castle in the Sky	1986	Hayao Miyazaki	Mayumi Tanaka,Keiko Yokozawa,Kotoe Hatsui	Pazu's life changes when he meets Sheeta, a girl whom pirates are chasing for her crystal amulet, which has the potential to locate Laputa, a legendary castle floating in the sky.
